cid	iter	formula	name	num_rgroup	electrons
C03323	1	(C12H20O10)n	(2,1-beta-D-Fructosyl)n; (2,1-beta-D-Fructosyl)n+1; Inulin; (1,2-beta-D-Fructosyl)n; (1,2-beta-D-Fructosyl)m; (1,2-beta-D-Fructosyl)n+1; (1,2-beta-D-Fructosyl)m-1	0	182.0
C00919	1	C5H13NO4S	Choline sulfate	0	98.0
C00021	1	C14H20N6O5S	S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine	0	202.0
C03539	1	C9H17NO6S	S-Ribosyl-L-homocysteine; S-D-Ribosyl-L-homocysteine; Ribose-5-S-homocysteine; S-Ribosylhomocysteine; S-(5-Deoxy-D-ribos-5-yl)-L-homocysteine	0	142.0
C02280	1	C16H25N5O16P2	GDP-L-galactose	0	314.0
C01284	1	C6H17O21P5	1D-myo-Inositol 1,3,4,5,6-pentakisphosphate; D-myo-Inositol 1,3,4,5,6-pentakisphosphate; Inositol 1,3,4,5,6-pentakisphosphate	0	296.0
C00701	1		Base; Nucleobase; Base1; Base2	0	0.0
C00029	1	C15H24N2O17P2	UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose	0	294.0
C18094	1	C14H22N2O16P2	UDP-L-arabinofuranose; UDP-beta-L-arabinofuranose	0	278.0
C04282	1	C5H7NO3	1-Pyrroline-4-hydroxy-2-carboxylate	0	68.0
C20888	1	C12H22O12	Cellobionate; Cellobionic acid; 4-O-beta-D-Glucopyranosyl-D-gluconate	0	
C01083	1	C12H22O11	alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose	0	182.0
C03789	1	C6H13NO11S2	N,6-O-Disulfo-D-glucosamine; N2,6-Disulfo-D-glucosamine	0	176.0
C00267	1	C6H12O6	alpha-D-Glucose	0	
C04874	1	C9H13N5O4	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine; Dihydroneopterin; 7,8-Dihydroneopterin	0	134.0
C17207	1	H2O(C6H10O5)n	1,4-beta-D-Mannooligosaccharide; [(1->4)-beta-D-Mannosyl]n	0	96.0
C01042	1	C6H9NO5	N-Acetyl-L-aspartate; N-Acetyl-L-aspartic acid	0	92.0
C01029	1	C9H21N3O	N8-Acetylspermidine	0	104.0
C01035	1	C5H11N3O2	4-Guanidinobutanoate; 4-Guanidinobutyric acid	0	78.0
C00190	1	C14H22N2O16P2	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose	0	278.0
C04677	1	C9H15N4O8P	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide; 5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide; AICAR; 5-Aminoimidazole-4-carboxamide ribotide; 5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	0	176.0
C00734	1	C12H24N2O9(C6H11NO4)n	Chitosan; beta-1,4-Poly-D-glucosamine	0	268.0
C02703	1	C3H7NO6S	L-Serine O-sulfate	0	96.0
C16463	1	C20H24N10O14P2	3',5'-Cyclic diGMP; cdiGMP; 3',5'-Cyclic diguanylic acid; Bis-(3',5')-cyclic diGMP; Cyclic di-3',5'-guanylate	0	356.0
C03785	1	C6H14O12P2	D-Tagatose 1,6-bisphosphate	0	176.0
C06893	1	C6H11O9P	2-Deoxy-5-keto-D-gluconic acid 6-phosphate; 6-Phospho-5-dehydro-2-deoxy-D-gluconate; DKHP	0	134.0
C16353	1	C6H6N4O2	7-Methylxanthine	0	86.0
C01243	1	C6H15O15P3	1D-myo-Inositol 1,3,4-trisphosphate; D-myo-Inositol 1,3,4-trisphosphate; Inositol 1,3,4-trisphosphate	0	216.0
C00689	1	C12H23O14P	alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate	0	222.0
C01368	1	C9H13N2O9P	3'-UMP; Uridine 3'-monophosphate; Uridine 3'-phosphate	0	168.0
C00257	1	C6H12O7	D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid	0	104.0
C16563	1	C30H56N10O10S2	Bis(glutathionyl)spermine; N1,N12-Bis(glutathionyl)spermine	0	418.0
C02995	1	C12H23O14P	Maltose 6'-phosphate	0	222.0
C03082	1	C4H8NO7P	4-Phospho-L-aspartate; L-4-Aspartyl phosphate	0	110.0
C03291	1	C5H11O8P	L-Xylulose 5-phosphate	0	120.0
C16850	1	C7H13NO5	2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	0	102.0
C01235	1	C12H22O11	alpha-D-Galactosyl-(1->3)-1D-myo-inositol; O-alpha-D-Galactosyl-(1->3)-1D-myo-inositol; 3-O-alpha-D-Galactosyl-1D-myo-inositol; 1-alpha-D-Galactosyl-myo-inositol; Galactinol	0	182.0
C00046	1	C10H18O13P2R2(C5H8O6PR)n	RNA; RNAn; RNAn+1; RNA(linear); (Ribonucleotide)n; (Ribonucleotide)m; (Ribonucleotide)n+m; Ribonucleic acid	3	0.0
C07481	1	C8H10N4O2	Caffeine; 1,3,7-Trimethylxanthine	0	102.0
C00199	1	C5H11O8P	D-Ribulose 5-phosphate	0	120.0
C02753	1	C5H8O5	D-Xylono-1,4-lactone	0	78.0
C01151	1	C5H12O11P2	D-Ribose 1,5-bisphosphate; Ribose 1,5-bisphosphate; alpha-D-Ribose 1,5-bisphosphate	0	160.0
C06216	1	C42H72O36	Celloheptaose	0	612.0
C00526	1	C9H12N2O5	Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine	0	120.0
C19792	1	C9H16O9	2-O-(alpha-D-Glucopyranosyl)-D-glycerate; (R)-2-(alpha-D-Glucopyranosyloxy)-3-hydroxypropanoate	0	142.0
C00144	1	C10H14N5O8P	GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid	0	188.0
C03752	1	C6H13NO6	2-Amino-2-deoxy-D-gluconate; D-Glucosaminate; D-Glucosaminic acid; Glucosaminate	0	104.0
C02132	1	C5H6O4	Acetylpyruvate; Acetylpyruvic acid; 2,4-Dioxopentanoate	0	68.0
C16698	1	C11H20NO11P	N-Acetylmuramic acid 6-phosphate; N-Acetylmuramate 6-phosphate; MurNAc 6-phosphate	0	196.0
C00675	1	C5H10O6PR	Deoxynucleoside 3'-phosphate	1	0.0
C06033	1	C6H8O6	Parapyruvate; 4-Hydroxy-4-methyl-2-oxoglutarate	0	92.0
C05945	1	C6H15N4O5P	L-Arginine phosphate; N5-[Imino(phosphonoamino)methyl]L-ornithine; omega-N-Phosphoarginine; Arginine phosphate; L-Arginine-NG-phosphoric acid; Phosphoarginine A; N-Phospho-L-arginine; N(omega)-Phospho-L-arginine; Phosphoarginine	0	134.0
C02486	1	C6H13NO2	(3R)-beta-Leucine; (3R)-3-Amino-4-methylpentanoic acid; (3R)-3-Amino-4-methylvaleric acid	0	72.0
C01725	1	C12H22O11	Levanbiose	0	182.0
C11838	1	C5H8O4	(4S)-4,5-Dihydroxypentan-2,3-dione	0	70.0
C00147	1	C5H5N5	Adenine; 6-Aminopurine	0	70.0
C00185	1	C12H22O11	Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose	0	182.0
C04133	1	C7H12NO8P	N-Acetyl-L-glutamate 5-phosphate; N-Acetyl-L-glutamyl 5-phosphate	0	140.0
C05601	1	C7H10O6	4-Hydroxy-2-oxo-heptanedioate; 4-Hydroxy-2-ketopimelate; 4-Hydroxy-2-oxoheptanedioic acid; 4-Hydroxy-2-oxoheptanedioate	0	100.0
C04613	1	C17H25N3O16P2	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose; UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose; UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose	0	306.0
C03079	1	C5H9NO5	4-Hydroxy-L-glutamate; 4-Hydroxy-L-glutamic acid	0	86.0
C01272	1	C6H16O18P4	1D-myo-Inositol 1,3,4,5-tetrakisphosphate; D-myo-Inositol 1,3,4,5-tetrakisphosphate; Inositol 1,3,4,5-tetrakisphosphate	0	256.0
C00881	1	C9H13N3O4	Deoxycytidine; 2'-Deoxycytidine	0	120.0
C02637	1	C7H8O5	3-Dehydroshikimate	0	90.0
C00446	1	C6H13O9P	alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate	0	136.0
C01146	1	C3H4O4	2-Hydroxy-3-oxopropanoate; Tartronate semialdehyde	0	54.0
C03409	1	C5H8N2O4	N-Formimino-L-aspartate; N-Formimidoyl-L-aspartate	0	84.0
C00497	1	C4H6O5	(R)-Malate; D-Malate; D-Malic acid	0	70.0
C00217	1	C5H9NO4	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	0	78.0
C00461	1	(C8H13NO5)n	Chitin; beta-1,4-Poly-N-acetyl-D-glucosamine; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1	0	0.0
C01300	1	C7H9N5O2	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	0	102.0
C12270	1	C11H16N2O8	N-Acetylaspartylglutamate; NAAG; Isospaglumic acid; N-Acetyl-L-aspartyl-L-glutamate	0	160.0
C01026	1	C4H9NO2	N,N-Dimethylglycine; Dimethylglycine	0	56.0
C01261	1	C20H28N10O21P4	P1,P4-Bis(5'-guanosyl) tetraphosphate; GppppG; Bis(5'-guanosyl) tetraphosphate	0	446.0
C03614	1	C10H16N4O17P4	Inosine 5'-tetraphosphate	0	300.0
C00673	1	C5H11O7P	2-Deoxy-D-ribose 5-phosphate	0	112.0
C04630	1	C17H28N4O15P2	UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose; UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine; UDP-N-acetylbacillosamine	0	308.0
C15584	1	C6H6O	Phenol	0	50.0
C04037	1	C6H11O10P	1-Phospho-alpha-D-galacturonate; D-Galacturonate 1-phosphate	0	142.0
C19787	1	C11H14N4O4S	5'-S-Methyl-5'-thioinosine; 5'-Deoxy-5'-methylthioinosine; S-Methyl-5'-thioinosine	0	156.0
C20690	1	C6H20O30P8	1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate	0	
C00387	1	C10H13N5O5	Guanosine	0	148.0
C05524	1		Aminoacyl-L-methionine	0	0.0
C03431	1	C14H19N5O6S	S-Inosyl-L-homocysteine	0	202.0
C04916	1	C15H25N5O15P2	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; 5-[(5-Phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide; Phosphoribulosyl-formimino-AICAR-phosphate; 5-[(5-Phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide	0	300.0
C20440	1	C5H10O10P2	alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate	0	
C03232	1	C3H5O7P	3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid	0	94.0
C02362	1	C4H5NO4	2-Oxosuccinamate; 2-Oxosuccinamic acid; gamma-Aminooxaloacetate; Oxaloacetamide	0	68.0
C04751	1	C9H14N3O9P	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole; 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	0	176.0
C04346	1	C16H27N3O14P2	dTDP-4-amino-4,6-dideoxy-D-galactose; dTDP-4-amino-4,6-dideoxy-alpha-D-galactose	0	286.0
C06892	1	C6H10O6	2-Deoxy-5-keto-D-gluconic acid; DKH; 5-Dehydro-2-deoxy-D-gluconate; 2-Deoxy-D-threo-hex-5-ulosonic acid	0	94.0
C01102	1	C4H10NO6P	O-Phospho-L-homoserine	0	104.0
C01177	1	C6H13O9P	Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate	0	136.0
C01210	1	C3H10NO4P	N-Methylethanolamine phosphate	0	82.0
C01228	1	C10H17N5O17P4	Guanosine 3',5'-bis(diphosphate); Guanosine 3'-diphosphate 5'-diphosphate; Guanosine 5'-diphosphate,3'-diphosphate	0	308.0
C00984	1	C6H12O6	alpha-D-Galactose	0	
C00492	1	C18H32O16	Raffinose; Melitose; Melitriose; Gossypose; 6G-alpha-D-galactosylsucrose	0	268.0
C15651	1	C6H11O6PS	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate; 2-Hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	0	126.0
C00672	1	C5H11O7P	2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate	0	112.0
C04462	1	C11H15NO8	N-Succinyl-2-L-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxopimelate; N-Succinyl-2-amino-6-oxo-L-pimelic acid; N-Succinyl-epsilon-keto-L-aminopimelic acid; (S)-2-(Succinylamino)-6-oxoheptanedioate	0	152.0
C03145	1	C6H11NO3S	N-Formylmethionine; N-Formyl-L-methionine	0	94.0
C01220	1	C6H14O12P2	1D-myo-Inositol 1,4-bisphosphate; D-myo-Inositol 1,4-bisphosphate; myo-Inositol 1,4-bisphosphate; Inositol 1,4-bisphosphate	0	176.0
C00252	1	C12H22O11	Isomaltose; Brachiose	0	182.0
C16365	1	C8H10N4O4	5-Acetylamino-6-formylamino-3-methyluracil; AFMU	0	118.0
C00688	1	C16H24N2O15P2	dTDP-4-dehydro-beta-L-rhamnose; dTDP-4-dehydro-6-deoxy-beta-L-mannose; dTDP-4-oxo-6-deoxy-L-mannose; dTDP-4-oxo-L-rhamnose	0	284.0
C00668	1	C6H13O9P	alpha-D-Glucose 6-phosphate	0	
C00878	1	C5H10O6	D-Arabinonate; D-Arabinonic acid	0	88.0
C20485	1	C5H6O6	(4S)-4-Hydroxy-2-oxoglutarate; (S)-2-Hydroxy-4-oxopentanedioate; L-4-Hydroxy-2-oxoglutarate	0	
C00124	1	C6H12O6	D-Galactose; D-Galactopyranose	0	96.0
C00663	1	C6H13O9P	beta-D-Glucose 1-phosphate	0	
C20776	1	C16H23N3O11	N-Acetylaspartylglutamylglutamate; N-Acetyl-L-aspartyl-L-glutamyl-L-glutamate; NAAG2	0	
C02354	1	C9H12N3O7P	2',3'-Cyclic CMP	0	158.0
C00475	1	C9H13N3O5	Cytidine	0	128.0
C00215	1		Nucleotide	0	0.0
C01933	1	C6H13NO2	L-Norleucine; L-Aminohexanoic acid; L-Aminohexanoate; L-2-Aminohexanoic acid; L-2-Aminohexanoate; (S)-2-Aminohexanoic acid	0	72.0
C00679	1	C6H8O7	5-Dehydro-4-deoxy-D-glucarate	0	100.0
C18174	1	C7H17N3O2	Carboxynorspermidine	0	96.0
C00012	1	C2H4NO2R(C2H2NOR)n	Peptide	2	0.0
C01518	1	C12H22O11	Nigerose; Sakebiose; 3-O-alpha-D-Glucopyranosyl-D-glucose	0	182.0
C00957	1	C3H4O3S	Mercaptopyruvate; 3-Mercaptopyruvic acid; 3-Mercaptopyruvate	0	62.0
C00117	1	C5H11O8P	D-Ribose 5-phosphate; Ribose 5-phosphate	0	120.0
C01201	1	C21H35N9O15P2	N(omega)-(ADP-D-ribosyl)-L-arginine; Nomega-(ADP-D-ribosyl)-L-arginine	0	374.0
C01948	1	C15H30O	Pentadecanal	0	128.0
C07331	1	COS	Carbonyl sulfide	0	30.0
C00066	1	C10H17O10PR2(C5H8O6PR)n	tRNA; tRNA(n); tRNA(n+1); transfer RNA	3	0.0
C00216	1	C5H10O5	D-Arabinose	0	80.0
C00402	1	C4H7NO4	D-Aspartate; D-Aspartic acid	0	70.0
C00718	1	(C6H10O5)n	Amylose; Amylose chain; (1,4-alpha-D-Glucosyl)n; (1,4-alpha-D-Glucosyl)n+1; (1,4-alpha-D-Glucosyl)n-1; 4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose; 1,4-alpha-D-Glucan	0	0.0
C05829	1	C6H10N2O5	N-Carbamyl-L-glutamate; Carglumic acid	0	100.0
C15532	1	C8H15N3O4	N-Acetyl-L-citrulline	0	116.0
C00408	1	C6H11NO2	L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid	0	70.0
C02964	1	C12H22O11	4-O-beta-D-Glucopyranosyl-D-mannose	0	182.0
C00700	1	C10H15N4O15P3	XTP; Xanthosine 5'-triphosphate	0	268.0
C00112	1	C9H15N3O11P2	CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	0	208.0
C00499	1	C4H8N4O4	Allantoate; Allantoic acid	0	92.0
C03354	1	C4H11NS	3-Methylthiopropanamine; 3-Methylthiopropylamine	0	58.0
C00243	1	C12H22O11	Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar	0	182.0
C02926	1	C4H7NO2	Homoserine lactone; 2-Aminobutan-4-olide	0	54.0
C03684	1	C9H11N5O3	6-Pyruvoyltetrahydropterin; 6-(1,2-Dioxopropyl)-5,6,7,8-tetrahydropterin; 6-Pyruvoyl-5,6,7,8-tetrahydropterin	0	124.0
C00760	1	(C6H10O5)n	Cellulose; (1,4-beta-D-Glucosyl)n; (1,4-beta-D-Glucosyl)n+1; (1,4-beta-D-Glucosyl)n-1; 1,4-beta-D-Glucan; Microcrystalline cellulose	0	0.0
C01077	1	C6H11NO4	O-Acetyl-L-homoserine; O-Acetylhomoserine	0	86.0
C02355	1	C9H11N2O8P	2',3'-Cyclic UMP	0	158.0
C04138	1	C10H16N4O3	N(alpha)-gamma-L-Glutamylhistamine; Nalpha-gamma-L-glutamylhistamine	0	128.0
C00259	1	C5H10O5	L-Arabinose; L-Arabinopyranose	0	80.0
C03618	1	C5H9NO4	L-threo-3-Methylaspartate	0	78.0
C00669	1	C8H14N2O5S	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine	0	132.0
C01613	1	C24H42O21	Stachyose	0	354.0
C03557	1	C2H8NO3P	2-Aminoethylphosphonate; (2-Aminoethyl)phosphonate; Ciliatine	0	66.0
C04540	1	C12H21N3O8	N4-(Acetyl-beta-D-glucosaminyl)asparagine; N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine; 1-beta-Aspartyl-N-acetyl-D-glucosaminylamine	0	178.0
C02514	1	C7H6O6	3-Fumarylpyruvate	0	96.0
C06400	1	C12H22O11(C6H10O5)n	1-alpha-D-{(1,4)-alpha-D-Glucosyl}(n-1)-alpha-D-glucopyranoside; 4-alpha-D-(1,4-alpha-D-Glucanosyl)n trehalose	0	268.0
C14830	1	C16H23N5O15P2	GDP-4-keto-6-L-deoxygalactose	0	304.0
C11526	1	C6H19O27P7	5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate; 1D-myo-Inositol 5-diphosphate pentakisphosphate; 1D-myo-Inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate	0	376.0
C00094	1	H2SO3	Sulfite; Sulfurous acid	0	42.0
C06393	1	C3H8N2O2	2,3-Diaminopropanoate; 2,3-Diaminopropionate; 2,3-Diaminopropionic acid; 2,3-Diaminopropanoic acid	0	56.0
C01159	1	C3H8O10P2	2,3-Bisphospho-D-glycerate; 2,3-Disphospho-D-glycerate; D-Greenwald ester; DPG	0	136.0
C19880	1	C7H15O10P	D-glycero-alpha-D-manno-Heptose 1-phosphate	0	
C16849	1	C3H5O6P	Hydroxypyruvaldehyde phosphate; 2,3-Dioxopropyl phosphate	0	86.0
C11515	1	C7H8O6	(E)-2-(Methoxycarbonylmethyl)butenedioate	0	98.0
C20237	1	C12H23O14P	alpha-Maltose 1-phosphate	0	
C02223	1	C5H10O	2-Methylbutanal; 2-Methylbutyraldehyde	0	48.0
C20844	1	C6H11NO5	(2Z,4S,5R)-2-Amino-4,5,6-trihydroxyhex-2-enoate	0	
C00262	1	C5H4N4O	Hypoxanthine; Purine-6-ol	0	70.0
C00020	1	C10H14N5O7P	AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	0	180.0
C00979	1	C5H9NO4	O-Acetyl-L-serine; O3-Acetyl-L-serine	0	78.0
C00986	1	C3H10N2	1,3-Diaminopropane; Trimethylenediamine; 1,3-Propanediamine; Propane-1,3-diamine	0	42.0
C04807	1	C7H11N5O8P2	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine; 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate; 7,8-Dihydropterin pyrophosphate	0	182.0
C00618	1	C6H10O7	3-Dehydro-L-gulonate	0	102.0
C00302	1	C5H9NO4	Glutamate; Glutaminic acid; 2-Aminoglutaric acid	0	78.0
C03921	1	C6H8O7	2-Dehydro-3-deoxy-D-glucarate	0	100.0
C00310	1	C5H10O5	D-Xylulose; D-threo-Pentulose; D-Lyxulose	0	80.0
C11551	1	(C4H6O2)n	Poly[(R)-3-hydroxybutanoate]n-x; Poly[(R)-3-hydroxybutanoate]n	0	0.0
C03223	1	C8H6O6	3,4-Dihydroxyphthalate; 3,4-Dihydroxyphthalic acid	0	102.0
C00965	1	(C6H10O5)n	1,3-beta-D-Glucan; 1,3-beta-Glucan; (1,3-beta-D-Glucosyl)n; (1,3-beta-D-Glucosyl)n+1; (1,3-beta-D-Glucosyl)n-1	0	268.0
C00114	1	C5H14NO	Choline; Bilineurine	0	58.0
C04292	1	C5H12O13P3R	5'-Phosphonucleoside 3'-diphosphate	1	0.0
C05923	1	C9H18N5O14P3	2,5-Diaminopyrimidine nucleoside triphosphate	0	264.0
