cid	formula	name	num_rgroup	electrons
C00100	C24H40N7O17P3S	Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A	0	430
C00101	C19H23N7O6	Tetrahydrofolate; 5,6,7,8-Tetrahydrofolate; Tetrahydrofolic acid; THF; (6S)-Tetrahydrofolate; (6S)-Tetrahydrofolic acid; (6S)-THFA	0	234
C00102	C12H7Cl2NO2	2,6-Dichloroindophenol; 2,6-Dichlorophenolindophenol; DCIP	0	136
C00103	C6H13O9P	D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate	0	136
C00104	C10H14N4O11P2	IDP; Inosine 5'-diphosphate; Inosine diphosphate	0	220
C00105	C9H13N2O9P	UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid	0	168
C00106	C4H4N2O2	Uracil	0	58
C00107	C4H6N2O3R2	Dipeptide	2	0
C00108	C7H7NO2	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate	0	72
C00109	C4H6O3	2-Oxobutanoate; 2-Ketobutyric acid; 2-Oxobutyric acid; 2-Oxobutyrate; 2-Oxobutanoic acid; alpha-Ketobutyric acid; alpha-Ketobutyrate	0	54
C00110	C20H37O4P(C5H8)n	Dolichyl phosphate; Dolichol phosphate	0	242
C00111	C3H7O6P	Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate	0	88
C00112	C9H15N3O11P2	CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	0	208
C00113	C14H6N2O8	PQQ; Pyrrolo-quinoline quinone; Pyrroloquinoline-quinone; Pyrroloquinoline quinone; 4,5-Dioxo-4,5-dihydro-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate; Methoxatin	0	168
C00114	C5H14NO	Choline; Bilineurine	0	58
C00116	C3H8O3	Glycerol; Glycerin; 1,2,3-Trihydroxypropane; 1,2,3-Propanetriol	0	50
C00117	C5H11O8P	D-Ribose 5-phosphate; Ribose 5-phosphate	0	120
C00118	C3H7O6P	D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate	0	88
C00119	C5H13O14P3	5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl diphosphate; 5-Phosphoribosyl 1-pyrophosphate; PRPP	0	200
C00120	C10H16N2O3S	Biotin; D-Biotin; Vitamin H; Coenzyme R	0	130
C00121	C5H10O5	D-Ribose	0	80
C00122	C4H4O4	Fumarate; Fumaric acid; trans-Butenedioic acid	0	60
C00123	C6H13NO2	L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine	0	72
C00124	C6H12O6	D-Galactose; D-Galactopyranose	0	96
C00125	C42H44FeN8O8S2R4	Ferricytochrome c; Cytochrome c3+	4	0
C00126	C42H44FeN8O8S2R4	Ferrocytochrome c; Cytochrome c2+; Reduced cytochrome c	4	0
C00127	C20H32N6O12S2	Glutathione disulfide; GSSG; Oxiglutatione; Oxidized glutathione	0	322
C00128	C20H31N4O16P	CMP-N-acetylneuraminate; CMP-N-acetyl-beta-neuraminate	0	322
C00129	C5H12O7P2	Isopentenyl diphosphate; delta3-Isopentenyl diphosphate; delta3-Methyl-3-butenyl diphosphate	0	128
C00130	C10H13N4O8P	IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	0	180
C00131	C10H16N5O12P3	dATP; 2'-Deoxyadenosine 5'-triphosphate; Deoxyadenosine 5'-triphosphate; Deoxyadenosine triphosphate	0	252
C00132	CH4O	Methanol; Methyl alcohol; CH3OH	0	18
C00133	C3H7NO2	D-Alanine; D-2-Aminopropionic acid; D-Ala	0	48
C00134	C4H12N2	Putrescine; 1,4-Butanediamine; 1,4-Diaminobutane; Tetramethylenediamine; Butane-1,4-diamine	0	50
C00135	C6H9N3O2	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid	0	82
C00136	C25H42N7O17P3S	Butanoyl-CoA; Butyryl-CoA	0	438
C00137	C6H12O6	myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I	0	96
C00138		Reduced ferredoxin	0	24
C00139		Oxidized ferredoxin	0	23
C00140	C8H15NO6	N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc	0	118
C00141	C5H8O3	3-Methyl-2-oxobutanoic acid; 3-Methyl-2-oxobutyric acid; 3-Methyl-2-oxobutanoate; 2-Oxo-3-methylbutanoate; 2-Oxoisovalerate; 2-Oxoisopentanoate; alpha-Ketovaline; 2-Ketovaline; 2-Keto-3-methylbutyric acid	0	62
C00143	C20H23N7O6	5,10-Methylenetetrahydrofolate; (6R)-5,10-Methylenetetrahydrofolate; 5,10-Methylene-THF	0	240
C00144	C10H14N5O8P	GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid	0	188
C00145	HSR	Thiol; Mercaptan	1	0
C00146	C6H6O	Phenol; Benzenol; Hydroxybenzene; Phenic acid; Phenylic acid	0	50
C00147	C5H5N5	Adenine; 6-Aminopurine	0	70
C00148	C5H9NO2	L-Proline; 2-Pyrrolidinecarboxylic acid	0	62
C00149	C4H6O5	(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid	0	70
C00150	Mo	Molybdenum	0	42
C00151	C2H4NO2R	L-Amino acid; L-2-Amino acid	1	0
C00152	C4H8N2O3	L-Asparagine; 2-Aminosuccinamic acid	0	70
C00153	C6H6N2O	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP	0	64
C00154	C37H66N7O17P3S	Palmitoyl-CoA; Hexadecanoyl-CoA	0	534
C00155	C4H9NO2S	L-Homocysteine; L-2-Amino-4-mercaptobutyric acid; Homocysteine	0	72
C00156	C7H6O3	4-Hydroxybenzoate; Hydroxybenzoic acid; 4-Hydroxybenzoic acid; Hydroxybenzenecarboxylic acid	0	72
C00157	C10H18NO8PR2	Phosphatidylcholine; Lecithin; Phosphatidyl-N-trimethylethanolamine; 1,2-Diacyl-sn-glycero-3-phosphocholine; Choline phosphatide; 3-sn-Phosphatidylcholine	2	0
C00158	C6H8O7	Citrate; Citric acid; 2-Hydroxy-1,2,3-propanetricarboxylic acid; 2-Hydroxytricarballylic acid	0	100
C00159	C6H12O6	D-Mannose; Mannose; Seminose; Carubinose	0	96
C00160	C2H4O3	Glycolate; Glycolic acid; Hydroxyacetic acid	0	40
C00161	C2HO3R	2-Oxo acid; 2-Oxocarboxylate; 2-Oxocarboxylic acid; 2-Oxo carboxylate	1	0
C00162	CHO2R	Fatty acid	1	0
C00163	C3H6O2	Propanoate; Propionate; Propanoic acid; Propionic acid	0	40
C00164	C4H6O3	Acetoacetate; 3-Oxobutanoic acid; beta-Ketobutyric acid; Acetoacetic acid	0	54
C00165	C5H6O5R2	Diacylglycerol; Diglyceride	2	0
C00166	C9H8O3	Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate	0	86
C00167	C15H22N2O18P2	UDP-glucuronate; UDPglucuronate; UDP-D-glucuronate; UDP-alpha-D-glucuronate	0	300
C00168	C3H4O4	Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	0	54
C00169	CH4NO5P	Carbamoyl phosphate	0	72
C00170	C11H15N5O3S	5'-Methylthioadenosine; Methylthioadenosine; S-Methyl-5'-thioadenosine; 5-Methylthioadenosine; 5'-Deoxy-5'-(methylthio)adenosine; Thiomethyladenosine; MTA	0	156
C00171	C5H10O7PR	5'-Phosphomononucleotide; 5'-Nucleotide	1	0
C00172	C10H19O16P3R2(C5H8O6PR)n	3'-Phosphooligonucleotide	3	0
C00173	C3H4OSR2	Acyl-[acyl-carrier protein]	2	0
C00174		Acid	0	0
C00175	Co	Cobalt ion; Cobalt(2+); Co2+; Co(II)	0	25
C00176	C12H9N4O2R	Flavin	1	0
C00177	CN	Cyanide ion; Prussiate; CN-; Cyano; Cyanide	0	14
C00178	C5H6N2O2	Thymine; 5-Methyluracil	0	66
C00179	C5H14N4	Agmatine; (4-Aminobutyl) guanidine	0	72
C00180	C7H6O2	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid	0	64
C00181	C5H10O5	D-Xylose; Wood sugar	0	80
C00182	C24H42O21	Glycogen	0	354
C00183	C5H11NO2	L-Valine; 2-Amino-3-methylbutyric acid	0	64
C00184	C3H6O3	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	0	48
C00185	C12H22O11	Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose	0	182
C00186	C3H6O3	(S)-Lactate; L-Lactate; L-Lactic acid	0	48
C00187	C27H46O	Cholesterol; Cholest-5-en-3beta-ol	0	216
C00188	C4H9NO3	L-Threonine; 2-Amino-3-hydroxybutyric acid	0	64
C00189	C2H7NO	Ethanolamine; Aminoethanol; 2-Hydroxyethylamine	0	34
C00190	C14H22N2O16P2	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose	0	278
C00191	C6H10O7	D-Glucuronate; Glucuronic acid; Glucuronate	0	102
C00192	NH3O	Hydroxylamine; NH2OH	0	18
C00193	C7H6O	Aromatic aldehyde	0	56
C00194	C72H100CoN18O17P	Cobamide coenzyme; Adenosylcobalamin; Adenosylcob(III)alamin; Deoxyadenosylcobalamin; Cobamamide; Vitamin B12 coenzyme; 5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide; (5'-Deoxy-5'-adenosyl)cobamide coenzyme; (5,6-Dimethylbenzimidazolyl)cobamide coenzyme; alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme; 5'-Deoxy-5'-adenosylcobalamin; 5'-Deoxy-5'-adenosyl vitamin B12; 5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide; 5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide; Calomide; Cobalamin coenzyme; Coenzyme B12; DMBC coenzyme; Dibencozide; Funacomide	0	680
C00195	C19H36NO3R	N-Acylsphingosine; Ceramide	1	0
C00196	C7H6O4	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	0	80
C00197	C3H7O7P	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	0	96
C00198	C6H10O6	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	0	94
C00199	C5H11O8P	D-Ribulose 5-phosphate	0	120
C00200	C13H11N2.CH3SO4	Phenazine methosulfate; N-Methylphenazonium methosulfate; 5-Methylphenazinium methyl sulphate	0	102
C00201	C5H12O13P3R	Nucleoside triphosphate; NTP; Nucleoside 5'-triphosphate	1	0
C00202	C6H14FO3P	Isoflurophate; Diisopropyl fluorophosphate; DFP	0	98
C00203	C17H27N3O17P2	UDP-N-acetyl-D-galactosamine; UDP-N-acetyl-alpha-D-galactosamine	0	316
C00204	C6H10O6	2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate	0	94
C00205		hn; Light; Photon; hnu	0	0
C00206	C10H15N5O9P2	dADP; 2'-Deoxyadenosine 5'-diphosphate	0	212
C00207	C3H6O	Acetone; Dimethyl ketone; 2-Propanone	0	32
C00208	C12H22O11	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	0	182
C00209	C2H2O4	Oxalate; Oxalic acid; Ethanedioic acid	0	46
C00210	C53H79CoN11O14P(R1)(R2)	Cobamide	3	612
C00211	C4H6N2O3R2(C7H9N2O2R)n	Collagen	3	0
C00212	C10H13N5O4	Adenosine	0	140
C00213	C3H7NO2	Sarcosine; N-Methylglycine	0	48
C00214	C10H14N2O5	Thymidine; Deoxythymidine	0	128
C00215		Nucleotide	0	0
C00216	C5H10O5	D-Arabinose	0	80
C00217	C5H9NO4	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	0	78
C00218	CH5N	Methylamine; Methanamine	0	18
C00219	C20H32O2	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid	0	168
C00220	C16H18N3S.Cl	Methylene blue; Methylthioninium chloride	0	150
C00221	C6H12O6	beta-D-Glucose	0	NaN
C00222	C3H4O3	3-Oxopropanoate; Malonate semialdehyde	0	46
C00223	C30H42N7O18P3S	p-Coumaroyl-CoA; 4-Coumaroyl-CoA; 4-Hydroxycinnamoyl-CoA	0	476
C00224	C10H14N5O10PS	Adenylyl sulfate; Adenosine 5'-phosphosulfate; APS; 5'-Adenylyl sulfate	0	220
C00225	C12H14N2.2Cl	Methyl viologen; Paraquat dichloride; 1,1'-Dimethyl-4,4'-bipyridinium dichloride	0	98
C00226	CH3OR	Primary alcohol; 1-Alcohol	1	0
C00227	C2H5O5P	Acetyl phosphate	0	72
C00229	HSR	Acyl-carrier protein; ACP; [Acyl-carrier protein]; Holo-[acyl-carrier protein]	1	0
C00230	C7H6O4	3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuate; Protocatechuic acid	0	80
C00231	C5H11O8P	D-Xylulose 5-phosphate	0	120
C00232	C4H6O3	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate	0	54
C00233	C6H10O3	4-Methyl-2-oxopentanoate; 2-Oxoisocaproate	0	70
C00234	C20H23N7O7	10-Formyltetrahydrofolate; 10-Formyl-THF	0	248
C00235	C5H12O7P2	Dimethylallyl diphosphate; 2-Isopentenyl diphosphate; delta2-Isopentenyl diphosphate; Dimethylallyl pyrophosphate; DMAPP; Monoprenyl diphosphate; Prenyl diphosphate	0	128
C00236	C3H8O10P2	3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	0	136
C00237	CO	CO; Carbon monoxide	0	14
C00238	K	Potassium cation; K+; Potassium(1+); Potassium ion	0	18
C00239	C9H14N3O7P	dCMP; Deoxycytidylic acid; Deoxycytidine monophosphate; Deoxycytidylate; 2'-Deoxycytidine 5'-monophosphate	0	160
C00240	C15H25O16P2R3	rRNA; Ribosomal RNA	3	0
C00241	CH2NOR	Amide	1	0
C00242	C5H5N5O	Guanine; 2-Amino-6-hydroxypurine	0	78
C00243	C12H22O11	Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar	0	182
C00244	HNO3	Nitrate; Nitric acid	0	32
C00245	C2H7NO3S	Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid	0	66
C00246	C4H8O2	Butanoic acid; Butanoate; Butyrate; Butyric acid	0	48
C00247	C6H12O6	L-Sorbose; L-xylo-Hexulose	0	96
C00248	C8H15NOS2	Lipoamide; Thioctic acid amide	0	110
C00249	C16H32O2	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid	0	144
C00250	C8H9NO3	Pyridoxal	0	88
C00251	C10H10O6	Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	0	118
C00252	C12H22O11	Isomaltose; Brachiose	0	182
C00253	C6H5NO2	Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid	0	64
C00254	C10H10O6	Prephenate; Prephenic acid	0	118
C00255	C17H20N4O6	Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2	0	198
C00256	C3H6O3	(R)-Lactate; D-Lactate; D-Lactic acid; D-2-Hydroxypropanoic acid; D-2-Hydroxypropionic acid	0	48
C00257	C6H12O7	D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid	0	104
C00258	C3H6O4	D-Glycerate; Glycerate; (R)-Glycerate; Glyceric acid	0	56
C00259	C5H10O5	L-Arabinose; L-Arabinopyranose	0	80
C00261	C7H6O	Benzaldehyde; Benzoic aldehyde	0	56
C00262	C5H4N4O	Hypoxanthine; Purine-6-ol	0	70
C00263	C4H9NO3	L-Homoserine; 2-Amino-4-hydroxybutyric acid	0	64
C00264	C24H37N7O18P3SR	3-Oxoacyl-CoA	1	0
C00265	C4H10O2S2	Dithiothreitol; 1,4-Dithiothreitol; threo-1,4-Dimercapto-2,3-butanediol; DL-threo-1,4-Dimercapto-2,3-butanediol	0	82
C00266	C2H4O2	Glycolaldehyde; Hydroxyacetaldehyde	0	32
C00267	C6H12O6	alpha-D-Glucose	0	NaN
C00268	C9H13N5O3	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin	0	126
C00269	C14H19N3O15P2R2	CDP-diacylglycerol; CDP-1,2-diacylglycerol; 1,2-Diacyl-sn-glycero-3-cytidine-5'-diphosphate	2	0
C00270	C11H19NO9	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	0	164
C00272	C9H15N5O3	Tetrahydrobiopterin; 5,6,7,8-Tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone; L-erythro-Tetrahydrobiopterin	0	128
C00273	C6H10O6	5-Dehydro-D-fructose	0	94
C00275	C6H13O9P	D-Mannose 6-phosphate	0	136
